id,campaign_url,title_wc,short_wc,story_wc,collected_amt,donation_target_amt,is_org,img_cnt,vid_cnt,donor_cnt,fundraiser_cnt,update_cnt,reward_cnt,max_reward,min_reward,total_weight,median_weight,avg_weight,fb_reaction_count,fb_comment_count,fb_share_count
2039,https://kitabisa.com/pedulipendidikandhua,4.0,21.0,349.0,645497.0,100000000,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0504657669471,0.00035107058336300003,0.000264218675115,153,86,13
2040,https://kitabisa.com/marioberanimimpi,7.0,14.0,167.0,73000.0,50000000,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.185564636353,0.0,0.00014186898803799999,6,1,2
2041,https://kitabisa.com/arysrunforcharity,6.0,19.0,110.0,1932719.0,6000000,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.171277646336,0.0,0.000235595111879,4,0,1
2042,https://kitabisa.com/deartodearest,4.0,20.0,614.0,2144845.0,30000000,0.0,6.0,0.0,9.0,0.0,1.0,2.0,100000.0,50000.0,0.104747347455,0.0,0.00026318429008900004,14,0,20
2043,https://kitabisa.com/pengobatanmahira,5.0,21.0,277.0,39175238.0,49000000,0.0,11.0,1.0,106.0,2.0,3.0,0.0,0.0,0.0,0.726642056793,0.000372612795402,0.000259793370323,17,1,12
2044,https://kitabisa.com/ferawatilyn,7.0,23.0,772.0,150618.0,8000000,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.143377621671,0.0,0.000134753403826,11,2,4
2045,https://kitabisa.com/adelinarunforcharity,5.0,24.0,171.0,701323.0,1000000,0.0,6.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.549597522371,0.0,0.000225152610557,9,0,7
2046,https://kitabisa.com/nafasuntukibu,1.0,13.0,384.0,550359.0,200000000,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.163623638963,0.0,0.000248668144321,163,5,43
2047,https://kitabisa.com/amaljariyah,7.0,23.0,427.0,3753992.0,90000000,0.0,11.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,0.193332021529,0.0,0.00018136212150899998,136,0,47
2048,https://kitabisa.com/keikutsertaankejuara,6.0,22.0,124.0,75251.0,500000000,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.458007213866,0.00048266697232599996,0.000270849919495,2,1,9
2049,https://kitabisa.com/bebaskantanahmasjid,4.0,19.0,516.0,100101054.0,100000000,0.0,17.0,0.0,8.0,0.0,1.0,2.0,1000000.0,50000.0,0.0478992916494,0.0,0.000105737950661,1737,3,37
2050,https://kitabisa.com/matauntuktita,3.0,16.0,168.0,65035051.0,100000000,0.0,10.0,0.0,322.0,1.0,2.0,0.0,0.0,0.0,0.429455407444,0.0,0.00023622409650400002,656,51,111
2051,https://kitabisa.com/recofeen,5.0,15.0,143.0,150378.0,5000000,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.134959589894,0.0,0.00018796600263900004,0,0,0
2052,https://kitabisa.com/bantumiley,6.0,10.0,54.0,12940140.0,10000000,0.0,23.0,0.0,77.0,3.0,8.0,0.0,0.0,0.0,0.056273532225800005,0.0,0.000118720532122,194,102,136
2053,https://kitabisa.com/pembeliantanahuntukt,5.0,20.0,161.0,20000.0,312000000,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0178338081595,0.0,9.38621482079e-05,0,0,0
2054,https://kitabisa.com/ariorunforcharity,5.0,20.0,71.0,7811355.0,4000000,0.0,5.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.160656649744,0.000266092047472,0.00026294050694599996,79,4,16
2055,https://kitabisa.com/rumahbelajarnsc,4.0,17.0,669.0,984516.0,200000000,0.0,12.0,1.0,9.0,0.0,1.0,10.0,5000000.0,25000.0,0.0223609802208,0.0,7.95764420669e-05,44,6,17
2056,https://kitabisa.com/nr4mae,5.0,10.0,252.0,5616547.0,4219500,0.0,10.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.29237944644,0.0,0.000136307434238,0,0,2
2057,https://kitabisa.com/tantanganliya,5.0,20.0,286.0,5558914.0,1700000,0.0,8.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.352945988537,0.0,0.000361624988255,102,3,14
2058,https://kitabisa.com/jembatancita,3.0,23.0,176.0,37335777.0,360000000,0.0,10.0,1.0,155.0,6.0,2.0,7.0,10000000.0,60000.0,0.23347021042399999,0.0005233624716319999,0.00021963331178200001,54,5,31
